name,email,country,region,phone,address,occupation,registration_number,married,age,skin_color,2nd_vacine,team,fixed
Astra Acosta,ornare.lectus@nuncin.edu,Brazil,Maranhão,(16) 0000-2221,246-8996 Sit Road,Farmaceutico,2369,Nao,47,Parda,0,8,Sim
Yardley Bates,convallis.erat@idrisus.edu,Brazil,São Paulo,(36) 0000-7827,Addison Hancock,aliquam.adipiscing@sodales.com,Brazil,Bahia,(07) 0000-9190,Ap #435-8297 Elit Street,Enfermeiro Plantonista,2355,Sim,46,Amarela,1,Farmaceutico,2370,Nao,22,Amarela,0,6,Sim
Ina Cruz,molestie.sodales.mauris@purusnullam.edu,Brazil,Rio Grande do Sul,(89) 0000-6483,Ap #150-6673 Lectus. Avenue,Tecnico Em Radiologia,2371,Nao,36,Indígena,0,10,Sim
Wyatt Beasley,elit.pretium@tortornibhsit.com,Brazil,São Paulo,(76) 0000-9778,833-7148 Donec St.,Coordenador de Enfermagem,2372,Sim,36,Branca,1,13,Nao
Brenden Wade,lacus.nulla@duis.org,Brazil,Goiás,(54) 0000-4480,174-3782 Tellus. Road,Auxiliar de Enfermagem,2373,Nao,27,Preta,1,2,Sim
Melodie Andrews,ullamcorper.duis@natoquepenatibuset.org,Brazil,Pernambuco,(50) 0000-6677,Ap #992-3877 Duis Road,Coordenador de Enfermagem,2374,Sim,42,Parda,0,7,Nao
Rhiannon Duran,dui.cras.pellentesque@nuncin.edu,Brazil,Rio de Janeiro,(65) 0000-3546,241 Risus. Street,Medico,2375,Nao,20,Indígena,0,14,Sim
Velma Daniel,sit.amet.luctus@maecenasmalesuada.edu,Brazil,Santa Catarina,(72) 0000-5733,Ap #468-3001 Dui. Rd.,Medico,2376,Nao,49,Preta,1,4,Sim
Yvonne Key,neque.sed@elit.net,Brazil,Ceará,(06) 0000-3406,Addison Hancock,aliquam.adipiscing@sodales.com,Brazil,Bahia,(07) 0000-9190,Ap #435-8297 Elit Street,Enfermeiro Plantonista,2355,Sim,46,Amarela,1,Enfermeiro UTI,2377,Sim,28,Amarela,1,6,Sim
Jeremy Bean,tempus@tristiquealiquetphasellus.com,Brazil,Pernambuco,(82) 0000-9633,354-9542 Sagittis Avenue,Tecnico Enfermagem,2378,Nao,32,Amarela,0,7,Nao
Sonia Mccall,tincidunt.nibh@sedorcilobortis.edu,Brazil,Bahia,(87) 0000-8719,Addison Hancock,aliquam.adipiscing@sodales.com,Brazil,Bahia,(07) 0000-9190,Ap #435-8297 Elit Street,Enfermeiro Plantonista,2355,Sim,46,Amarela,1,Farmaceutico,2379,Sim,22,Indígena,0,6,Sim
Jackson Wilson,lacinia.orci@etiamligulatortor.net,Brazil,Bahia,(48) 0000-8528,Ap #492-5509 Eros. Av.,Fisioterapeuta Geral,2380,Sim,27,Indígena,0,13,Sim
Cameran Ewing,vitae.orci@luctussit.co.uk,Brazil,Minas Gerais,(46) 0000-0391,525-5391 Fermentum Road,Enfermeiro Chefe,2381,Nao,33,Preta,0,2,Nao
Ethan Murphy,ligula@pellentesquea.ca,Brazil,Paraíba,(93) 0000-2284,759-6415 Orci Road,Tecnico Em Radiologia,2382,Sim,31,Amarela,1,1,Nao
Clementine Stein,mauris.quis@est.co.uk,Brazil,Bahia,(05) 0000-0372,Ap #882-6190 Vitae Ave,Medico,2383,Sim,31,Branca,1,6,Sim
Cole Martin,risus.quisque@indolor.edu,Brazil,Paraíba,(07) 0000-3055,213-7794 Et St.,Enfermeiro UTI,2384,Nao,46,Parda,0,2,Sim
Zenaida Mcdaniel,blandit.congue.in@semmollis.com,Brazil,Maranhão,(56) 0000-0211,881-9259 Erat St.,Medico,2385,Sim,38,Indígena,0,3,Sim
Cole Mccoy,purus.gravida@scelerisquescelerisquedui.co.uk,Brazil,Rio de Janeiro,(30) 0000-7134,388-9179 Neque Rd.,Fisioterapeuta Geral,2386,Sim,33,Amarela,1,10,Nao
Armando Holder,montes@ipsumsuspendisse.net,Brazil,Paraná,(55) 0000-3521,Ap #382-9220 Iaculis Street,Cirurgiao,2387,Sim,28,Indígena,1,6,Nao
Kasper Phelps,tellus.eu.augue@fuscealiquam.com,Brazil,Minas Gerais,(66) 0000-0646,Ap #458-354 Semper Road,Auxiliar de Enfermagem,2388,Nao,46,Amarela,0,6,Sim
MacKenzie Pickett,pharetra.quisque@miacmattis.ca,Brazil,Goiás,(72) 0000-8832,1500 Interdum. Rd.,Medico,2389,Sim,46,Preta,1,3,Nao
Alisa Russo,morbi@felisorciadipiscing.org,Brazil,Pará,(56) 0000-9377,Addison Hancock,aliquam.adipiscing@sodales.com,Brazil,Bahia,(07) 0000-9190,Ap #435-8297 Elit Street,Enfermeiro Plantonista,2355,Sim,46,Amarela,1,Tecnico Em Radiologia,2390,Nao,29,Parda,0,13,Sim
Christopher Davidson,facilisis.lorem@ligulaconsectetuer.net,Brazil,Bahia,(43) 0000-6475,Ap #985-8231 Mollis Av.,Tecnico Enfermagem,2391,Nao,37,Preta,0,1,Sim
Kennedy Townsend,sed.nec@ornarefusce.co.uk,Brazil,Santa Catarina,(31) 0000-3978,923-643 Vehicula St.,Farmaceutico,2392,Sim,44,Indígena,0,13,Sim
Idona Greer,senectus.et.netus@sapien.net,Brazil,Rio de Janeiro,(27) 0000-1242,790-7061 Cras Street,Enfermeiro UTI,2393,Sim,36,Indígena,0,4,Sim
Hall Conley,amet.orci@egetipsum.co.uk,Brazil,Santa Catarina,(46) 0000-7348,Addison Hancock,aliquam.adipiscing@sodales.com,Brazil,Bahia,(07) 0000-9190,Ap #435-8297 Elit Street,Enfermeiro Plantonista,2355,Sim,46,Amarela,1,Nefrologista,2394,Nao,40,Amarela,1,1,Sim
Blake Bender,eros@loremac.org,Brazil,Minas Gerais,(59) 0000-2841,Ap #111-8220 Accumsan Rd.,Coordenador de Enfermagem,2395,Nao,31,Indígena,1,9,Nao
Christopher Holcomb,phasellus.nulla@malesuadaaugueut.ca,Brazil,Maranhão,(21) 0000-9067,Ap #273-8423 Vitae Rd.,Enfermeiro Plantonista,2396,Nao,37,Parda,1,6,Nao
Rhonda Mcintyre,quis.pede@fermentumvel.edu,Brazil,Rio Grande do Sul,(71) 0000-3663,Addison Hancock,aliquam.adipiscing@sodales.com,Brazil,Bahia,(07) 0000-9190,Ap #435-8297 Elit Street,Enfermeiro Plantonista,2355,Sim,46,Amarela,1,Fisioterapeuta Geral,2397,Sim,29,Branca,1,14,Nao
Isaiah Carver,sit.amet@suspendissenon.co.uk,Brazil,São Paulo,(88) 0000-3233,Addison Hancock,aliquam.adipiscing@sodales.com,Brazil,Bahia,(07) 0000-9190,Ap #435-8297 Elit Street,Enfermeiro Plantonista,2355,Sim,46,Amarela,1,Cirurgiao,2398,Sim,26,Branca,1,14,Sim
Rogan Moon,tristique@ametultricies.net,Brazil,Santa Catarina,(46) 0000-4860,Ap #474-7820 Natoque Street,Fisioterapeuta Geral,2399,Nao,20,Indígena,1,13,Nao
Damon Stanton,ullamcorper.duis.cursus@vestibulumanteipsum.ca,Brazil,Minas Gerais,(97) 0000-5194,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Enfermeiro UTI,2400,Nao,37,Branca,0,5,Nao
Grady Price,ipsum.suspendisse.non@etpede.net,Brazil,Goiás,(58) 0000-7412,Ap #847-7750 Integer Road,Gerente de Enfermagem,2401,Sim,42,Branca,0,14,Nao
Reece Atkinson,vulputate@nisidictum.net,Brazil,Maranhão,(37) 0000-4243,497-8560 Gravida Rd.,Enfermeiro Chefe,2402,Nao,29,Indígena,0,8,Nao
Julian Wagner,tellus.faucibus.leo@auctorullamcorpernisl.com,Brazil,Paraíba,(89) 0000-6671,493-5270 Integer Rd.,Nefrologista,2403,Sim,41,Parda,1,9,Sim
Felicia Clements,facilisis.lorem@velvulputateeu.co.uk,Brazil,Maranhão,(54) 0000-4857,Ap #668-5353 Tellus Road,Enfermeiro Plantonista,2404,Sim,32,Branca,0,8,Nao
Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,9,Nao
Amal Spears,scelerisque.lorem.ipsum@sed.net,Brazil,Paraíba,(34) 0000-1134,258-704 Cras Street,Gerente de Enfermagem,2406,Nao,38,Preta,0,13,Sim
Garrett O'neill,at.egestas@ultricessit.ca,Brazil,Minas Gerais,(76) 0000-6020,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Nefrologista,2407,Sim,37,Parda,0,10,Nao
Slade Mcdowell,auctor.nunc@namligulaelit.org,Brazil,São Paulo,(02) 0000-1667,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Enfermeiro Chefe,2408,Sim,49,Preta,0,7,Nao
Indira Ball,arcu.vestibulum.ante@a.ca,Brazil,Santa Catarina,(69) 0000-2201,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Medico,2409,Nao,23,Indígena,1,13,Sim
Reece Marks,sit.amet@morbinon.co.uk,Brazil,Santa Catarina,(26) 0000-6589,1821 Nibh Street,Cirurgiao,2410,Nao,29,Preta,0,6,Sim
Theodore Barrett,in.nec@lectus.ca,Brazil,Minas Gerais,(41) 0000-8518,Ap #330-7805 Massa. Av.,Enfermeiro Chefe,2411,Nao,44,Preta,1,1,Sim
Octavia Riley,primis.in.faucibus@intempuseu.org,Brazil,Paraná,(35) 0000-7955,Ap #137-8583 Gravida Rd.,Enfermeiro Obstreta,2412,Nao,27,Indígena,0,11,Sim
Roanna Lancaster,nulla.ante@fringilladonec.co.uk,Brazil,Goiás,(85) 0000-4257,164-720 Urna St.,Enfermeiro Chefe,2413,Nao,23,Parda,1,6,Nao
Ariana Schneider,mi.duis@sagittis.com,Brazil,Bahia,(04) 0000-5343,606-7275 Ligula St.,Auxiliar de Enfermagem,2414,Sim,48,Parda,0,1,Nao
Halla Baxter,mi.aliquam@etmagnis.org,Brazil,Pernambuco,(38) 0000-1616,9637 Risus Av.,Enfermeiro Obstreta,2415,Sim,30,Indígena,0,6,Sim
Sigourney Eaton,fringilla.ornare@venenatislacus.ca,Brazil,Maranhão,(19) 0000-6674,467-3796 Nec Rd.,Enfermeiro Obstreta,2416,Nao,32,Amarela,1,3,Sim
Conan Shepherd,sed@urna.com,Brazil,Rio de Janeiro,(68) 0000-3769,Ap #121-2584 Mattis St.,Gerente de Enfermagem,2417,Sim,35,Amarela,0,12,Nao
Hop Rush,vitae@arcueu.org,Brazil,Rio de Janeiro,(27) 0000-0538,6562 Aenean Avenue,Medico,2418,Sim,27,Parda,0,11,Nao
Sage Little,montes.nascetur@sapien.co.uk,Brazil,Paraíba,(56) 0000-1312,Ap #788-3779 Maecenas Rd.,Enfermeiro Plantonista,2419,Sim,43,Parda,1,13,Sim
Sawyer Bridges,diam@orciadipiscingnon.co.uk,Brazil,Goiás,(87) 0000-4428,Ap #335-9231 Non Street,Tecnico Enfermagem,2420,Nao,32,Amarela,1,10,Sim
Cairo Quinn,eget@blanditviverra.ca,Brazil,Bahia,(65) 0000-1142,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Nefrologista,2421,Sim,46,Preta,0,3,Nao
Amber Walton,molestie.sodales@ipsum.edu,Brazil,Goiás,(92) 0000-2113,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Fisioterapeuta Geral,2422,Sim,26,Amarela,0,1,Sim
Leonard Cunningham,et.magnis.dis@duis.co.uk,Brazil,Pernambuco,(10) 0000-9266,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Auxiliar de Enfermagem,2423,Sim,30,Indígena,0,13,Nao
Mallory Barber,in.lobortis@tellusjusto.com,Brazil,Maranhão,(56) 0000-3334,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Gerente de Enfermagem,2424,Nao,44,Branca,1,7,Nao
Guy Kelley,ut@nuncsollicitudincommodo.ca,Brazil,Santa Catarina,(73) 0000-1266,Ap #455-3861 Orci Road,Nefrologista,2425,Nao,29,Parda,1,7,Sim
Thor Macias,felis.adipiscing@integereu.org,Brazil,Goiás,(21) 0000-7277,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Coordenador de Enfermagem,2426,Sim,40,Amarela,1,10,Sim
Walker Cardenas,tellus.sem@eleifendcras.org,Brazil,Ceará,(14) 0000-6264,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Gerente de Enfermagem,2427,Sim,44,Preta,1,9,Sim
Abel Waters,feugiat@nibhdonec.co.uk,Brazil,Minas Gerais,(48) 0000-2125,707-3120 Pede Rd.,Enfermeiro Obstreta,2428,Sim,42,Preta,1,10,Nao
Rebekah Hopper,ipsum@accumsansed.net,Brazil,Paraíba,(82) 0000-1388,9603 Natoque Street,Medico,2429,Nao,38,Indígena,1,5,Sim
Valentine Fowler,at@etiam.net,Brazil,Rio Grande do Sul,(11) 0000-1245,239-4318 Risus Av.,Medico,2430,Sim,25,Indígena,0,1,Sim
Camilla Mooney,elit.pede@nisidictum.com,Brazil,São Paulo,(80) 0000-3051,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Fisioterapeuta Geral,2431,Nao,22,Indígena,1,7,Nao
Chava Bean,massa.non.ante@auctorquistristique.edu,Brazil,Paraná,(19) 0000-4314,6881 Magna Street,Cirurgiao,2432,Nao,26,Branca,1,8,Nao
Cain Jefferson,phasellus.in.felis@arcualiquamultrices.ca,Brazil,Minas Gerais,(31) 0000-5917,7637 Lectus Rd.,Fisioterapeuta Geral,2433,Sim,33,Preta,1,13,Nao
Katell Campos,cum@lobortisaugue.org,Brazil,Ceará,(31) 0000-4811,5322 Vulputate Street,Coordenador de Enfermagem,2434,Sim,36,Parda,1,10,Nao
Benjamin Wolf,nisl@namconsequat.ca,Brazil,Ceará,(63) 0000-1725,5519 Interdum St.,Coordenador de Enfermagem,2435,Sim,25,Parda,1,2,Sim
Malcolm Turner,suspendisse.tristique@sed.org,Brazil,Rio de Janeiro,(67) 0000-3730,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Enfermeiro Obstreta,2436,Sim,50,Parda,0,6,Sim
Kevin Simon,fusce.feugiat@mi.ca,Brazil,Paraná,(25) 0000-8926,Ap #478-1409 Orci Ave,Farmaceutico,2437,Nao,27,Indígena,0,5,Nao
Bree Kaufman,in@purussapien.edu,Brazil,Rio Grande do Sul,(26) 0000-9625,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Auxiliar de Enfermagem,2438,Sim,37,Amarela,0,4,Nao
Ainsley Humphrey,ipsum.porta@elitelitfermentum.co.uk,Brazil,Minas Gerais,(47) 0000-8348,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Enfermeiro Plantonista,2439,Nao,24,Parda,1,5,Nao
Abra Wolf,aliquam.ornare@nuncid.ca,Brazil,Pernambuco,(75) 0000-4844,4206 Adipiscing Avenue,Enfermeiro Chefe,2440,Nao,20,Preta,1,11,Nao
Yoshi Andrews,vitae.odio@dictummi.net,Brazil,Goiás,(67) 0000-5710,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Cirurgiao,2441,Nao,44,Preta,1,6,Sim
Audra Hubbard,non.bibendum.sed@eratnonummyultricies.edu,Brazil,Ceará,(45) 0000-5124,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Medico,2442,Nao,27,Indígena,1,9,Sim
Josephine Jarvis,ridiculus.mus@parturient.edu,Brazil,São Paulo,(85) 0000-0305,Ap #127-8455 Erat Av.,Medico,2443,Sim,19,Branca,0,9,Nao
Demetria Griffith,imperdiet.erat@nondui.org,Brazil,Bahia,(60) 0000-6419,Rae Pickett,nam.consequat@viverra.ca,Brazil,Minas Gerais,(82) 0000-5627,267-9037 Dictum. Road,Medico,2405,Nao,49,Branca,0,Enfermeiro Obstreta,2444,Nao,29,Branca,0,13,Nao
Joshua Carter,molestie.dapibus@orciluctuset.net,Brazil,São Paulo,(84) 0000-4827,1960 Tellus Rd.,Gerente de Enfermagem,2445,Sim,33,Branca,0,8,Nao
Michael Frederick,integer@aeneangravida.com,Brazil,Santa Catarina,(52) 0000-6441,3323 Nulla Street,Enfermeiro Chefe,2446,Sim,45,Parda,0,8,Nao
Lila Tate,gravida.praesent@mialiquamgravida.org,Brazil,Rio de Janeiro,(13) 0000-7465,3224 Libero Avenue,Tecnico Enfermagem,2447,Nao,30,Preta,0,4,Nao
Jeremy Head,ligula@necluctus.ca,Brazil,Maranhão,(50) 0000-5995,Ap #513-6760 Ut Ave,Coordenador de Enfermagem,2448,Nao,46,Indígena,0,14,Nao
Kenyon Blevins,bibendum.fermentum.metus@lobortisauguescelerisque.net,Brazil,Santa Catarina,(48) 0000-3349,Ap #228-3270 Sed Street,Gerente de Enfermagem,2449,Sim,35,Indígena,1,10,Nao
Delilah Fulton,nulla.at.sem@ligulanullam.ca,Brazil,Rio de Janeiro,(16) 0000-0551,815-8323 Posuere Road,Enfermeiro Obstreta,2450,Nao,22,Preta,1,6,Nao
Inez Webb,nec@lorem.co.uk,Brazil,Rio de Janeiro,(50) 0000-4321,Ap #800-3100 Habitant St.,Enfermeiro Obstreta,2451,Nao,43,Indígena,1,9,Nao
Darius Wilkinson,lectus.quis.massa@dolor.com,Brazil,Paraná,(05) 0000-3811,170-819 Molestie Av.,Medico,2452,Nao,23,Preta,1,7,Sim
Kim Berry,accumsan@vitaeerat.org,Brazil,Minas Gerais,(09) 0000-6903,518-4327 Non Ave,Tecnico Enfermagem,2453,Nao,38,Preta,1,3,Nao
Phoebe Herman,rutrum.magna@nullamscelerisque.edu,Brazil,Paraíba,(53) 0000-1220,3476 Diam Rd.,Cirurgiao,2454,Sim,23,Parda,1,4,Sim
Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,4,Nao
Regan Howard,sollicitudin.a.malesuada@lobortisultricesvivamus.co.uk,Brazil,Minas Gerais,(64) 0000-8252,115-6664 Pede. Street,Enfermeiro Chefe,2456,Nao,35,Branca,0,10,Nao
Russell Decker,sed.eu@mollis.net,Brazil,Maranhão,(42) 0000-4529,Ap #638-1308 A Avenue,Cirurgiao,2457,Sim,27,Parda,1,13,Sim
Gareth Reese,nulla.cras@ornarelectusjusto.net,Brazil,Pará,(17) 0000-6694,552-8342 Nibh Av.,Enfermeiro Plantonista,2458,Nao,21,Preta,1,11,Sim
Jessica England,pellentesque.massa@nunc.edu,Brazil,Santa Catarina,(29) 0000-7547,872-8065 Ac Street,Auxiliar de Enfermagem,2459,Nao,27,Branca,1,12,Nao
Zane Kim,mi.aliquam@sollicitudinorcisem.org,Brazil,Pernambuco,(52) 0000-3464,264-1168 Enim. Av.,Tecnico Em Radiologia,2460,Nao,42,Branca,1,6,Sim
Stewart Molina,egestas.nunc@praesentinterdum.ca,Brazil,Minas Gerais,(37) 0000-0006,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Enfermeiro Plantonista,2461,Nao,45,Preta,0,3,Nao
Kiayada Griffith,in@metusvivamus.edu,Brazil,Paraíba,(81) 0000-4758,4025 Lacus. Road,Enfermeiro Plantonista,2462,Nao,48,Branca,0,12,Sim
Sacha Bridges,dictum.eu.placerat@sedetlibero.edu,Brazil,Maranhão,(41) 0000-4536,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Coordenador de Enfermagem,2463,Nao,24,Indígena,0,9,Sim
Cyrus Mcgee,rhoncus@bibendumullamcorper.co.uk,Brazil,Pernambuco,(84) 0000-3372,854-2863 Adipiscing Rd.,Enfermeiro Chefe,2464,Nao,35,Indígena,1,7,Sim
Courtney Simmons,dictum.placerat@consequatpurus.edu,Brazil,Minas Gerais,(69) 0000-5396,Ap #216-8857 Et Rd.,Enfermeiro Obstreta,2465,Nao,18,Parda,0,12,Sim
Ulla Berry,urna.et.arcu@namnulla.ca,Brazil,Pará,(57) 0000-4478,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Farmaceutico,2466,Sim,20,Amarela,0,9,Nao
Matthew Griffith,hendrerit.a.arcu@duisvolutpat.org,Brazil,Pernambuco,(57) 0000-6321,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Auxiliar de Enfermagem,2467,Sim,31,Preta,1,4,Nao
Virginia Landry,dis@sedturpisnec.net,Brazil,Pernambuco,(16) 0000-4316,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Coordenador de Enfermagem,2468,Sim,23,Parda,1,1,Sim
Neville Head,lacinia@vulputate.ca,Brazil,Paraíba,(52) 0000-6278,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Coordenador de Enfermagem,2469,Sim,35,Amarela,1,4,Sim
Aiko Edwards,placerat.orci.lacus@rhoncusidmollis.co.uk,Brazil,Rio de Janeiro,(38) 0000-5833,855-3600 Nunc Street,Auxiliar de Enfermagem,2470,Sim,36,Parda,1,5,Nao
Adrian Alvarez,malesuada.vel.venenatis@aeneansed.edu,Brazil,Goiás,(22) 0000-1008,Ap #271-3603 Placerat Road,Tecnico Em Radiologia,2471,Nao,35,Branca,1,13,Nao
Lee Kennedy,in.scelerisque@montesnascetur.com,Brazil,Santa Catarina,(87) 0000-4371,707-2485 Mollis Av.,Enfermeiro Chefe,2472,Nao,22,Preta,0,13,Nao
Eugenia Poole,nisi.mauris@namporttitor.net,Brazil,Pernambuco,(34) 0000-1679,Ap #953-2091 Id Avenue,Enfermeiro Obstreta,2473,Nao,30,Preta,1,5,Nao
Chelsea Browning,lorem.eget.mollis@tortor.com,Brazil,Santa Catarina,(33) 0000-7562,Ap #854-5498 Sagittis. Street,Medico,2474,Sim,46,Indígena,0,6,Nao
Quemby Larsen,ut.sagittis@aarcu.co.uk,Brazil,Goiás,(83) 0000-5688,Ap #728-1288 Aliquam Street,Enfermeiro Chefe,2475,Sim,42,Amarela,0,13,Sim
Jasmine Rose,semper.tellus@vivamusnonlorem.com,Brazil,São Paulo,(74) 0000-0822,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Enfermeiro Chefe,2476,Sim,20,Amarela,0,8,Sim
Zelda Allison,ipsum.donec@elitsed.com,Brazil,Santa Catarina,(74) 0000-0409,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Tecnico Enfermagem,2477,Sim,26,Amarela,1,10,Sim
Charles Hahn,posuere.cubilia.curae@duiscursus.co.uk,Brazil,Pernambuco,(82) 0000-2127,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Farmaceutico,2478,Nao,21,Parda,0,7,Sim
Raja Mullen,donec.tempus@sodales.edu,Brazil,Minas Gerais,(17) 0000-3732,4586 Sem Ave,Auxiliar de Enfermagem,2479,Sim,35,Preta,1,10,Sim
Noelle Moran,nostra.per.inceptos@eratin.edu,Brazil,Paraná,(12) 0000-2075,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Enfermeiro Plantonista,2480,Sim,48,Parda,1,4,Nao
Abdul Munoz,massa.integer.vitae@nasceturridiculusmus.org,Brazil,São Paulo,(56) 0000-1644,Ap #626-6288 Sit Rd.,Nefrologista,2481,Nao,19,Parda,0,13,Sim
Madeline Haley,nec.ante@at.ca,Brazil,Minas Gerais,(47) 0000-7046,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Tecnico Em Radiologia,2482,Nao,49,Indígena,1,10,Sim
Reed Wood,non.arcu.vivamus@idmagna.net,Brazil,Goiás,(32) 0000-9205,9497 Semper Street,Enfermeiro UTI,2483,Nao,39,Amarela,1,7,Sim
Felix Browning,augue.eu.tempor@nonenimmauris.edu,Brazil,Santa Catarina,(10) 0000-7862,348-2435 In Road,Tecnico Enfermagem,2484,Nao,41,Parda,0,11,Sim
Kyle Prince,libero@cumsociis.org,Brazil,Minas Gerais,(19) 0000-4352,4239 Id Av.,Cirurgiao,2485,Nao,38,Parda,0,12,Sim
Otto Kaufman,dictum@quisdiampellentesque.co.uk,Brazil,Santa Catarina,(37) 0000-9526,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Cirurgiao,2486,Nao,25,Indígena,0,6,Nao
Gage Dickson,aliquam@mauris.org,Brazil,Pernambuco,(07) 0000-7451,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Auxiliar de Enfermagem,2487,Sim,31,Amarela,0,4,Sim
Benjamin Barton,lacus@phasellus.ca,Brazil,Maranhão,(67) 0000-4047,Ap #182-3130 Iaculis St.,Tecnico Enfermagem,2488,Nao,36,Indígena,1,14,Sim
Eliana Holland,ullamcorper.nisl@maurisblandit.com,Brazil,Maranhão,(85) 0000-2147,Uriah Ayala,eget.metus@sem.ca,Brazil,Pará,(24) 0000-1252,Ap #566-2019 Cursus. Avenue,Nefrologista,2455,Nao,30,Amarela,1,Fisioterapeuta Geral,2489,Nao,39,Parda,1,14,Nao
Barrett Banks,quis@sempercursusinteger.co.uk,Brazil,São Paulo,(88) 0000-4277,9794 Ipsum St.,Enfermeiro Plantonista,2490,Nao,39,Preta,0,11,Nao
